17.643,179,BF,0746,B7,
17.643,179,BF,0745,B7,
17.643,179,BF,0745,B7,
17.643,179,BF,0746,B7,
17.659,181,BE,0746,B7,
17.659,182,BD,0747,B7,
17.659,182,BD,0746,B7,
17.659,182,BD,0746,B7,
17.674,183,BD,0747,B7,
17.674,184,BC,0746,B7,
17.674,184,BC,0747,B7,
17.674,185,BB,0747,B7,
17.69,184,BC,0747,B7,
17.69,184,BC,0747,B7,
17.69,186,BB,0747,B7,
17.69,186,BB,0747,B7,
17.706,187,BA,0747,B7,
17.706,187,BA,0747,B7,
17.706,186,BB,0748,B7,
17.706,186,BB,0748,B7,
17.706,185,BB,0748,B7,
17.721,186,BB,0749,B8,
17.721,184,BC,0748,B8,
17.721,184,BC,0748,B8,
17.721,184,BC,0748,B8,
17.737,182,BD,0748,B8,
17.737,182,BD,0748,B8,
17.737,182,BD,0748,B8,
17.737,180,BF,0747,B8,
17.752,179,BF,0748,B7,
17.752,179,BF,0748,B7,
17.752,178,C0,0747,B8,
17.752,178,C0,0747,B7,
17.768,177,C1,0747,B7,
17.768,177,C1,0748,B7,
17.768,177,C1,0748,B7,
17.768,177,C1,0748,B7,
17.784,177,C1,0748,B7,
17.784,177,C1,0748,B7,
17.784,177,C1,0748,B7,
17.784,177,C1,0748,B7,
17.784,177,C1,0747,B7,
17.799,177,C1,0747,B7,
17.799,176,C1,0747,B7,
17.799,176,C1,0746,B7,
17.799,176,C1,0746,B7,
17.815,176,C1,0746,B7,
17.815,176,C1,0746,B7,
17.815,176,C1,0745,B7,
17.815,175,C2,0745,B7,
17.83,176,C1,0744,B7,
17.83,175,C2,0744,B7,
17.83,176,C1,0745,B7,
17.83,175,C2,0745,B7,
17.846,176,C1,0745,B7,
17.846,176,C1,0745,B7,
17.846,177,C1,0745,B7,
17.846,178,C0,0746,B7,
17.862,180,BF,0747,B7,
17.862,182,BD,0747,B7,
17.862,182,BD,0747,B7,
17.862,184,BC,0746,B7,
17.862,184,BC,0746,B7,
17.877,184,BC,0746,B7,
17.877,185,BB,0746,B7,
17.877,185,BB,0747,B7,
17.877,186,BB,0746,B7,
17.893,185,BB,0746,B7,
17.893,186,BB,0746,B7,
17.893,185,BB,0747,B7,
17.893,185,BB,0747,B7,
17.908,185,BB,0747,B7,
17.908,185,BB,0747,B7,
17.908,186,BB,0747,B7,
17.908,187,BA,0748,B7,
17.924,186,BB,0748,B7,
17.924,186,BB,0748,B7,
17.924,186,BB,0749,B7,
17.924,186,BB,0748,B7,
17.94,187,BA,0749,B7,
17.94,187,BA,0749,B7,
17.94,185,BB,074A,B7,
17.94,185,BB,074A,B7,
17.94,184,BC,0749,B7,
17.955,183,BD,0749,B7,
17.955,182,BD,0749,B7,
17.955,182,BD,0749,B7,
17.955,181,BE,0748,B7,
17.971,181,BE,0748,B7,
17.971,181,BE,0748,B7,
17.971,181,BE,0748,B7,
17.971,181,BE,0748,B7,
17.986,181,BE,0749,B7,
17.986,181,BE,0748,B7,
17.986,180,BF,0748,B7,
17.986,179,BF,0748,B7,
18.002,180,BF,0748,B7,
18.002,180,BF,0748,B7,
18.002,179,BF,0748,B7,
18.002,179,BF,0748,B7,
18.018,180,BF,0748,B7,
18.018,179,BF,0747,B7,
18.018,178,C0,0747,B7,
18.018,178,C0,0747,B7,
18.033,178,C0,0747,B7,
18.033,178,C0,0747,B7,
18.033,178,C0,0747,B7,
18.033,178,C0,0747,B7,
18.033,177,C1,0747,B7,
18.049,178,C0,0747,B7,
18.049,181,BE,0748,B7,
18.049,181,BE,0747,B7,
18.049,182,BD,0747,B7,
18.064,182,BD,0746,B7,
18.064,182,BD,0746,B7,
18.064,183,BD,0746,B7,
18.064,183,BD,0746,B7,
18.08,183,BD,0746,B7,
18.08,184,BC,0747,B7,
18.08,184,BC,0746,B7,
18.08,183,BD,0746,B7,
18.096,183,BD,0747,B7,
18.096,185,BB,0747,B7,
18.096,185,BB,0747,B7,
18.096,185,BB,0747,B7,
18.096,185,BB,0746,B7,
18.111,185,BB,0747,B7,
18.111,186,BB,0747,B7,
18.111,186,BB,0747,B7,
18.111,185,BB,0748,B7,
18.127,186,BB,0748,B8,
18.127,186,BB,0748,B8,
18.127,186,BB,0749,B8,
18.127,187,BA,0748,B8,
18.142,188,B9,0748,B8,
18.142,188,B9,0748,B8,
18.142,187,BA,0749,B8,
18.142,188,B9,0748,B8,
18.158,187,BA,0749,B8,
18.158,187,BA,0749,B8,
18.158,186,BB,0749,B8,
18.158,186,BB,0749,B8,
18.174,185,BB,0749,B8,
18.174,185,BB,0749,B8,
18.174,185,BB,0749,B8,
18.174,184,BC,0748,B8,
18.189,184,BC,0749,B8,
18.189,184,BC,0749,B8,
18.189,183,BD,0748,B8,
18.189,182,BD,0748,B8,
18.189,182,BD,0749,B8,
18.205,182,BD,0748,B7,
18.205,183,BD,0748,B7,
18.205,182,BD,0747,B7,
18.205,182,BD,0747,B7,
18.22,183,BD,0747,B7,
18.22,182,BD,0746,B7,
18.22,181,BE,0746,B7,
18.22,181,BE,0746,B7,
18.236,182,BD,0745,B7,
18.236,182,BD,0746,B7,
18.236,181,BE,0745,B7,
18.236,181,BE,0745,B7,
18.252,182,BD,0745,B7,
18.252,182,BD,0746,B7,
18.252,182,BD,0745,B7,
18.252,183,BD,0746,B7,
18.267,185,BB,0746,B7,
18.267,185,BB,0746,B7,
18.267,187,BA,0746,B7,
18.267,188,B9,0746,B7,
18.267,188,B9,0746,B8,
18.283,189,B9,0746,B8,
18.283,189,B9,0747,B8,
18.283,190,B8,0747,B8,
18.283,192,B7,0748,B8,
18.298,192,B7,0748,B8,
18.298,193,B6,0748,B8,
18.298,193,B6,0748,B8,
18.298,192,B7,0748,B8,
18.314,193,B6,0749,B8,
18.314,193,B6,0749,B8,
18.314,194,B5,0749,B8,
18.314,192,B7,0749,B8,
18.33,194,B5,074A,B8,
18.33,193,B6,074A,B8,
18.33,194,B5,074B,B8,
18.33,193,B6,074A,B8,
18.345,193,B6,074B,B8,
18.345,194,B5,074B,B8,
18.345,193,B6,074B,B8,
18.345,193,B6,074B,B8,
18.345,193,B6,074B,B8,
18.361,192,B7,074B,B8,
18.361,192,B7,074B,B8,
18.361,192,B7,074B,B8,
18.361,193,B6,074B,B8,
18.376,193,B6,074B,B8,
